REQUEST_ID,CLOSURE_TYPE,CLOSURE_REASON,ACTIVITY,END_DATE,CE_UO,ROLE,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=Service closure Request with network responsibility,# ACTIVITY=Service closure Request with BO responsibility,# ACTIVITY=Pending Request for Reservation Closure,# ACTIVITY=Pending Liquidation Request,# ACTIVITY=Request completed with account closure,# ACTIVITY=Request created,# ACTIVITY=Authorization Requested,# ACTIVITY=Evaluating Request (NO registered letter),# ACTIVITY=Network Adjustment Requested,# ACTIVITY=Pending Request for acquittance of heirs,# ACTIVITY=Request deleted,# ACTIVITY=Back-Office Adjustment Requested,# ACTIVITY=Evaluating Request (WITH registered letter),# ACTIVITY=Request completed with customer recovery,# ACTIVITY=Pending Request for Network Information,lead_time
20189007148,Client Recess,2 - Keep bank account. Same dip,Pending Liquidation Request,1538449913000,BOC,BACK-OFFICE,628097.0,26.0,66962.0,Friday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,925448.0
20189007167,Client Recess,2 - Keep bank account. Same dip,Request created,1537525703000,00725,APPLICANT,0.0,0.0,44854.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
20189007169,Client Recess,2 - Keep bank account. Same dip,Request created,1537526010000,00471,APPLICANT,0.0,0.0,45177.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319535.0
20189007169,Client Recess,2 - Keep bank account. Same dip,Evaluating Request (WITH registered letter),1537536684000,00844,DIRECTOR,33.0,33.0,45210.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,319535.0
20189007169,Client Recess,2 - Keep bank account. Same dip,Service closure Request with BO responsibility,1537549117000,00844,BACK-OFFICE,10707.0,10674.0,55884.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,319535.0
20189007169,Client Recess,2 - Keep bank account. Same dip,Pending Request for Reservation Closure,1537549186000,BOC,BACK-OFFICE,23140.0,12433.0,68317.0,Friday,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,319535.0
20189007169,Client Recess,2 - Keep bank account. Same dip,Pending Liquidation Request,1537845512000,BOC,BACK-OFFICE,23209.0,69.0,68386.0,Friday,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,319535.0
20189007173,Bank Recess,1 - Client lost,Request created,1537526246000,00580,APPLICANT,0.0,0.0,45351.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319365.0
20189007173,Bank Recess,1 - Client lost,Service closure Request with network responsibility,1537526300000,missing,APPLICANT,95.0,95.0,45446.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,319365.0
20189007173,Bank Recess,1 - Client lost,Authorization Requested,1537526796000,00767,DIRECTOR,149.0,54.0,45500.0,Friday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,319365.0
20189007173,Bank Recess,1 - Client lost,Service closure Request with BO responsibility,1537533407000,BOC,BACK-OFFICE,645.0,496.0,45996.0,Friday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,319365.0
20189007173,Bank Recess,1 - Client lost,Pending Request for Reservation Closure,1537533589000,BOC,BACK-OFFICE,7256.0,6611.0,52607.0,Friday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,319365.0
20189007173,Bank Recess,1 - Client lost,Pending Liquidation Request,1537845516000,BOC,BACK-OFFICE,7438.0,182.0,52789.0,Friday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,319365.0
20189007191,Porting,missing,Request created,1537527265000,00222,APPLICANT,0.0,0.0,46387.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636753.0
20189007191,Porting,missing,Pending Request for Network Information,1539003733000,SDCTCC,APPLICANT,78.0,78.0,46465.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1636753.0
20189007191,Porting,missing,Pending Request for Reservation Closure,1539003792000,SDCTCC,BACK-OFFICE,1476546.0,1476468.0,54133.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1636753.0
20189007191,Porting,missing,Pending Liquidation Request,1539140945000,SDCTCC,BACK-OFFICE,1476605.0,59.0,54192.0,Monday,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1636753.0
20189007191,Porting,missing,Back-Office Adjustment Requested,1539163940000,SDCTCC,BACK-OFFICE,1613758.0,137153.0,18545.0,Wednesday,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1636753.0
20189007202,Bank Recess,missing,Request created,1537527776000,00744,APPLICANT,0.0,0.0,46899.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
20189007209,Client Recess,1 - Client lost,Request created,1537530161000,00300,APPLICANT,0.0,0.0,49347.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661030.0
20189007209,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537530494000,00410,DIRECTOR,14.0,14.0,49361.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,661030.0
20189007209,Client Recess,1 - Client lost,Service closure Request with network responsibility,1537777987000,00410,APPLICANT,3316.0,3302.0,52663.0,Friday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,661030.0
20189007209,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1538064981000,BOC,BACK-OFFICE,247840.0,244524.0,37987.0,Monday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,661030.0
20189007209,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1538065186000,BOC,BACK-OFFICE,534834.0,286994.0,65781.0,Thursday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,661030.0
20189007209,Client Recess,1 - Client lost,Pending Liquidation Request,1538191177000,BOC,BACK-OFFICE,535039.0,205.0,65986.0,Thursday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,661030.0
20189007289,Client Recess,1 - Client lost,Request created,1541676576000,00502,APPLICANT,0.0,0.0,44965.0,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747593.0
20189007289,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1541676661000,00871,DIRECTOR,11.0,11.0,44976.0,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,747593.0
20189007289,Client Recess,1 - Client lost,Service closure Request with network responsibility,1541677150000,00871,APPLICANT,404.0,393.0,45369.0,Thursday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,747593.0
20189007289,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1542284179000,BOC,BACK-OFFICE,585.0,181.0,45550.0,Thursday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,747593.0
20189007289,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1542284400000,BOC,BACK-OFFICE,607614.0,607029.0,47779.0,Thursday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,747593.0
20189007289,Client Recess,1 - Client lost,Pending Liquidation Request,1542424158000,BOC,BACK-OFFICE,607835.0,221.0,48000.0,Thursday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,747593.0
20189007310,Client Recess,1 - Client lost,Request created,1537532926000,00469,APPLICANT,0.0,0.0,51924.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781910.0
20189007310,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537896327000,00610,DIRECTOR,202.0,202.0,52126.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1781910.0
20189007310,Client Recess,1 - Client lost,Service closure Request with network responsibility,1538477454000,00610,APPLICANT,944691.0,944489.0,46215.0,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1781910.0
20189007310,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1539191656000,BOC,BACK-OFFICE,944730.0,39.0,46254.0,Tuesday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1781910.0
20189007310,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1539191665000,BOC,BACK-OFFICE,1658932.0,714202.0,69256.0,Wednesday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1781910.0
20189007310,Client Recess,1 - Client lost,Pending Liquidation Request,1539314634000,BOC,BACK-OFFICE,1658941.0,9.0,69265.0,Wednesday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1781910.0
20189007314,Client Recess,2 - Keep bank account. Same dip,Request created,1537533085000,00215,APPLICANT,0.0,0.0,51983.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312808.0
20189007314,Client Recess,2 - Keep bank account. Same dip,Service closure Request with network responsibility,1537533373000,missing,APPLICANT,302.0,302.0,52285.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,312808.0
20189007314,Client Recess,2 - Keep bank account. Same dip,Authorization Requested,1537533529000,00874,DIRECTOR,590.0,288.0,52573.0,Friday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,312808.0
20189007314,Client Recess,2 - Keep bank account. Same dip,Service closure Request with BO responsibility,1537546099000,BOC,BACK-OFFICE,746.0,156.0,52729.0,Friday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,312808.0
20189007314,Client Recess,2 - Keep bank account. Same dip,Pending Request for Reservation Closure,1537546315000,BOC,BACK-OFFICE,13316.0,12570.0,65299.0,Friday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,312808.0
20189007314,Client Recess,2 - Keep bank account. Same dip,Pending Liquidation Request,1537845591000,BOC,BACK-OFFICE,13532.0,216.0,65515.0,Friday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,312808.0
20189007318,Client Recess,1 - Client lost,Request created,1537533272000,00140,APPLICANT,0.0,0.0,52285.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781553.0
20189007318,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537896299000,00610,DIRECTOR,187.0,187.0,52472.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1781553.0
20189007318,Client Recess,1 - Client lost,Service closure Request with network responsibility,1538477384000,00610,APPLICANT,944107.0,943920.0,45992.0,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1781553.0
20189007318,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1539191711000,BOC,BACK-OFFICE,944299.0,192.0,46184.0,Tuesday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1781553.0
20189007318,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1539191905000,BOC,BACK-OFFICE,1658626.0,714327.0,69311.0,Wednesday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1781553.0
20189007318,Client Recess,1 - Client lost,Pending Liquidation Request,1539314638000,BOC,BACK-OFFICE,1658820.0,194.0,69505.0,Wednesday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1781553.0
20189007342,Client Recess,1 - Client lost,Request created,1537534324000,00084,APPLICANT,0.0,0.0,53491.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606663.0
20189007342,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1538057305000,00471,DIRECTOR,33.0,33.0,53524.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1606663.0
20189007342,Client Recess,1 - Client lost,Service closure Request with network responsibility,1538063545000,00471,APPLICANT,525265.0,525232.0,60356.0,Thursday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1606663.0
20189007342,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1538997065000,BOC,BACK-OFFICE,529254.0,3989.0,64345.0,Thursday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1606663.0
20189007342,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1538997312000,BOC,BACK-OFFICE,1462774.0,933520.0,47465.0,Monday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1606663.0
20189007342,Client Recess,1 - Client lost,Pending Liquidation Request,1539140954000,BOC,BACK-OFFICE,1463021.0,247.0,47712.0,Monday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1606663.0
20189007361,Bank Recess,missing,Request created,1537535146000,00200,APPLICANT,0.0,0.0,54334.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310495.0
20189007361,Bank Recess,missing,Service closure Request with BO responsibility,1537535198000,missing,BACK-OFFICE,12.0,12.0,54346.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,310495.0
20189007361,Bank Recess,missing,Pending Request for Reservation Closure,1537535271000,BOCSER,BACK-OFFICE,64.0,52.0,54398.0,Friday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,310495.0
20189007361,Bank Recess,missing,Pending Liquidation Request,1537845629000,BOCSER,BACK-OFFICE,137.0,73.0,54471.0,Friday,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,310495.0
20189007385,Bank Recess,missing,Request created,1537536292000,00120,APPLICANT,0.0,0.0,55478.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309388.0
20189007385,Bank Recess,missing,Service closure Request with BO responsibility,1537536342000,missing,BACK-OFFICE,14.0,14.0,55492.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,309388.0
20189007385,Bank Recess,missing,Pending Request for Reservation Closure,1537536467000,BOCSER,BACK-OFFICE,64.0,50.0,55542.0,Friday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,309388.0
20189007385,Bank Recess,missing,Pending Liquidation Request,1537845666000,BOCSER,BACK-OFFICE,189.0,125.0,55667.0,Friday,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,309388.0
20189007397,Bank Recess,1 - Client lost,Request created,1537538445000,00047,APPLICANT,0.0,0.0,57576.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393871.0
20189007397,Bank Recess,1 - Client lost,Service closure Request with network responsibility,1537779579000,missing,APPLICANT,69.0,69.0,57645.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,393871.0
20189007397,Bank Recess,1 - Client lost,Authorization Requested,1537779623000,00273,DIRECTOR,241203.0,241134.0,39579.0,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,393871.0
20189007397,Bank Recess,1 - Client lost,Service closure Request with BO responsibility,1537801818000,BOC,BACK-OFFICE,241247.0,44.0,39623.0,Monday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,393871.0
20189007397,Bank Recess,1 - Client lost,Pending Request for Reservation Closure,1537801877000,BOC,BACK-OFFICE,263442.0,22195.0,61818.0,Monday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,393871.0
20189007397,Bank Recess,1 - Client lost,Pending Liquidation Request,1537932247000,BOC,BACK-OFFICE,263501.0,59.0,61877.0,Monday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,393871.0
20189007482,Bank Recess,missing,Request created,1537546388000,00742,APPLICANT,0.0,0.0,65575.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385897.0
20189007482,Bank Recess,missing,Service closure Request with BO responsibility,1537784119000,missing,BACK-OFFICE,13.0,13.0,65588.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,385897.0
20189007482,Bank Recess,missing,Pending Request for Reservation Closure,1537784364000,BOCSER,BACK-OFFICE,237744.0,237731.0,44119.0,Monday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,385897.0
20189007482,Bank Recess,missing,Pending Liquidation Request,1537932272000,BOCSER,BACK-OFFICE,237989.0,245.0,44364.0,Monday,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,385897.0
20189007509,Bank Recess,1 - Client lost,Request created,1537550700000,00062,APPLICANT,0.0,0.0,69892.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381604.0
20189007509,Bank Recess,1 - Client lost,Service closure Request with network responsibility,1537550898000,missing,APPLICANT,8.0,8.0,69900.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,381604.0
20189007509,Bank Recess,1 - Client lost,Authorization Requested,1537551240000,00580,DIRECTOR,206.0,198.0,70098.0,Friday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,381604.0
20189007509,Bank Recess,1 - Client lost,Service closure Request with BO responsibility,1537784469000,BOC,BACK-OFFICE,548.0,342.0,70440.0,Friday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,381604.0
20189007509,Bank Recess,1 - Client lost,Pending Request for Reservation Closure,1537784600000,BOC,BACK-OFFICE,233777.0,233229.0,44469.0,Monday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,381604.0
20189007509,Bank Recess,1 - Client lost,Pending Liquidation Request,1537932296000,BOC,BACK-OFFICE,233908.0,131.0,44600.0,Monday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,381604.0
20189007516,Bank Recess,1 - Client lost,Request created,1537552269000,00214,APPLICANT,0.0,0.0,71357.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639078.0
20189007516,Bank Recess,1 - Client lost,Service closure Request with network responsibility,1537552337000,missing,APPLICANT,112.0,112.0,71469.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,639078.0
20189007516,Bank Recess,1 - Client lost,Authorization Requested,1538050186000,00427,DIRECTOR,180.0,68.0,71537.0,Friday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,639078.0
20189007516,Bank Recess,1 - Client lost,Service closure Request with BO responsibility,1538064333000,BOC,BACK-OFFICE,498029.0,497849.0,50986.0,Thursday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,639078.0
20189007516,Bank Recess,1 - Client lost,Pending Request for Reservation Closure,1538064467000,BOC,BACK-OFFICE,512176.0,14147.0,65133.0,Thursday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,639078.0
20189007516,Bank Recess,1 - Client lost,Pending Liquidation Request,1538191235000,BOC,BACK-OFFICE,512310.0,134.0,65267.0,Thursday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,639078.0
20189007563,Client Recess,missing,Request created,1538067170000,00032,APPLICANT,0.0,0.0,56223.0,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848967.0
20189007563,Client Recess,missing,Service closure Request with BO responsibility,1538067219000,BOC,BACK-OFFICE,443747.0,443747.0,67970.0,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,848967.0
20189007563,Client Recess,missing,Pending Request for Reservation Closure,1538067346000,BOC,BACK-OFFICE,443796.0,49.0,68019.0,Thursday,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,848967.0
20189007563,Client Recess,missing,Pending Liquidation Request,1538191239000,BOC,BACK-OFFICE,443923.0,127.0,68146.0,Thursday,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,848967.0
20189007563,Client Recess,missing,Back-Office Adjustment Requested,1538472390000,BOC,BACK-OFFICE,567816.0,123893.0,19239.0,Saturday,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,848967.0
20189007568,Client Recess,2 - Keep bank account. Same dip,Request created,1537776645000,LUCA,APPLICANT,0.0,0.0,36622.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155694.0
20189007568,Client Recess,2 - Keep bank account. Same dip,Service closure Request with network responsibility,1537776684000,missing,APPLICANT,23.0,23.0,36645.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155694.0
20189007568,Client Recess,2 - Keep bank account. Same dip,Authorization Requested,1537777851000,SB31,DIRECTOR,62.0,39.0,36684.0,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155694.0
20189007568,Client Recess,2 - Keep bank account. Same dip,Service closure Request with BO responsibility,1537780086000,BOC,BACK-OFFICE,1229.0,1167.0,37851.0,Monday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,155694.0
20189007568,Client Recess,2 - Keep bank account. Same dip,Pending Request for Reservation Closure,1537780274000,BOC,BACK-OFFICE,3464.0,2235.0,40086.0,Monday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,155694.0
20189007568,Client Recess,2 - Keep bank account. Same dip,Pending Liquidation Request,1537932316000,BOC,BACK-OFFICE,3652.0,188.0,40274.0,Monday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,155694.0
20189007592,Client Recess,1 - Client lost,Request created,1537871662000,00612,APPLICANT,0.0,0.0,45195.0,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146469.0
20189007592,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537871983000,00315,DIRECTOR,67.0,67.0,45262.0,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146469.0
20189007592,Client Recess,1 - Client lost,Service closure Request with network responsibility,1537872918000,00315,APPLICANT,1060.0,993.0,46255.0,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,146469.0
20189007592,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1537888976000,BOC,BACK-OFFICE,1323.0,263.0,46518.0,Tuesday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,146469.0
20189007592,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1537889005000,BOC,BACK-OFFICE,17381.0,16058.0,62576.0,Tuesday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,146469.0
20189007592,Client Recess,1 - Client lost,Pending Liquidation Request,1538018064000,BOC,BACK-OFFICE,17410.0,29.0,62605.0,Tuesday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,146469.0
20189007595,Client Recess,1 - Client lost,Request created,1537779402000,00093,APPLICANT,0.0,0.0,39390.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670545.0
20189007595,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537779964000,SB99,DIRECTOR,12.0,12.0,39402.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,670545.0
20189007595,Client Recess,1 - Client lost,Service closure Request with network responsibility,1537780812000,SB99,APPLICANT,1140.0,1128.0,40530.0,Monday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,670545.0
20189007595,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1538123418000,BOC,BACK-OFFICE,1422.0,282.0,40812.0,Monday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,670545.0
20189007595,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1538123512000,BOC,BACK-OFFICE,344028.0,342606.0,37818.0,Friday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,670545.0
20189007595,Client Recess,1 - Client lost,Pending Liquidation Request,1538449935000,BOC,BACK-OFFICE,344122.0,94.0,37912.0,Friday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,670545.0
20189007613,Client Recess,1 - Client lost,Request created,1537780344000,00307,APPLICANT,0.0,0.0,40324.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669620.0
20189007613,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537780429000,00928,DIRECTOR,20.0,20.0,40344.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,669620.0
20189007613,Client Recess,1 - Client lost,Service closure Request with network responsibility,1537780829000,00928,APPLICANT,218.0,198.0,40542.0,Monday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,669620.0
20189007613,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1538128612000,BOC,BACK-OFFICE,505.0,287.0,40829.0,Monday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,669620.0
20189007613,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1538128802000,BOC,BACK-OFFICE,348288.0,347783.0,43012.0,Friday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,669620.0
20189007613,Client Recess,1 - Client lost,Pending Liquidation Request,1538449944000,BOC,BACK-OFFICE,348478.0,190.0,43202.0,Friday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,669620.0
20189007642,Client Recess,1 - Client lost,Request created,1537782414000,00407,APPLICANT,0.0,0.0,42365.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149983.0
20189007642,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537782559000,00566,DIRECTOR,49.0,49.0,42414.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149983.0
20189007642,Client Recess,1 - Client lost,Service closure Request with network responsibility,1537783150000,00566,APPLICANT,568.0,519.0,42933.0,Monday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,149983.0
20189007642,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1537795290000,BOC,BACK-OFFICE,785.0,217.0,43150.0,Monday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,149983.0
20189007642,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1537795401000,BOC,BACK-OFFICE,12925.0,12140.0,55290.0,Monday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,149983.0
20189007642,Client Recess,1 - Client lost,Pending Liquidation Request,1537932348000,BOC,BACK-OFFICE,13036.0,111.0,55401.0,Monday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,149983.0
20189007657,Inheritance,missing,Request created,1537783094000,00195,APPLICANT,0.0,0.0,42938.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Service closure Request with network responsibility,1537783294000,missing,APPLICANT,156.0,156.0,43094.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Authorization Requested,1537803739000,00002,DIRECTOR,356.0,200.0,43294.0,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Service closure Request with BO responsibility,1538580243000,BOC,BACK-OFFICE,20801.0,20445.0,63739.0,Monday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Network Adjustment Requested,1538653940000,00002,APPLICANT,797305.0,776504.0,62643.0,Wednesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Service closure Request with BO responsibility,1539169039000,BOC,BACK-OFFICE,953087.0,155782.0,45625.0,Friday,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Pending Request for Reservation Closure,1539169121000,BOC,BACK-OFFICE,1386101.0,433014.0,46639.0,Wednesday,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Pending Liquidation Request,1539314713000,BOC,BACK-OFFICE,1386183.0,82.0,46721.0,Wednesday,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1813958.0
20189007657,Inheritance,missing,Pending Request for acquittance of heirs,1539596896000,BOC,BACK-OFFICE,1531775.0,145592.0,19513.0,Friday,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,1813958.0
20189007658,Bank Recess,1 - Client lost,Request created,1537783148000,00084,APPLICANT,0.0,0.0,43132.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
20189007660,Client Recess,1 - Client lost,Request created,1537783798000,00623,APPLICANT,0.0,0.0,43373.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617043.0
20189007660,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1537817013000,SB70,DIRECTOR,425.0,425.0,43798.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1617043.0
20189007660,Client Recess,1 - Client lost,Service closure Request with network responsibility,1538761080000,00341,APPLICANT,87275.0,86850.0,44248.0,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1617043.0
