,SR_Number,Change_Date+Time,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country
20,1-694339964,2012-03-12T10:15:06+01:00,Accepted,Wait - Implementation,A2_1,Org line C,D5,Medium,PROD236,be,0
0,1-694346169,2012-03-07T11:31:41+01:00,Accepted,In Progress,D_1,Org line A2,L40 3rd,Medium,PROD609,fr,France
1,1-694346169,2012-03-07T11:35:15+01:00,Accepted,In Progress,D_1,Org line A2,L40 3rd,Medium,PROD609,fr,France
0,1-694375168,2012-03-07T12:02:57+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium
1,1-694375168,2012-03-07T12:03:46+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium
2,1-694375168,2012-03-07T12:09:12+01:00,Queued,Awaiting Assignment,,Org line V7n,V32 2nd,Medium,PROD542,nl,Belgium
3,1-694375168,2012-03-07T14:41:51+01:00,Accepted,In Progress,,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands
4,1-694375168,2012-03-07T15:24:22+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD542,nl,Netherlands
5,1-694375168,2012-03-07T15:32:52+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium
6,1-694375168,2012-03-07T15:35:24+01:00,Queued,Awaiting Assignment,,Org line V7n,V32 2nd,Medium,PROD542,nl,Belgium
7,1-694375168,2012-03-07T15:48:09+01:00,Accepted,In Progress,,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands
0,1-694457714,2012-03-07T14:13:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD66,pl,POLAND
1,1-694457714,2012-03-07T14:14:07+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD66,pl,POLAND
2,1-694457714,2012-03-07T14:23:15+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD66,pl,POLAND
3,1-694457714,2012-03-07T14:23:51+01:00,Queued,Awaiting Assignment,A2_4,Org line A2,G108 2nd,Low,PROD66,pl,POLAND
4,1-694457714,2012-03-07T15:37:31+01:00,Accepted,In Progress,A2_4,Org line A2,G108 2nd,Low,PROD66,pl,France
5,1-694457714,2012-03-08T08:18:13+01:00,Accepted,Wait - User,A2_4,Org line A2,G108 2nd,Low,PROD66,pl,France
6,1-694457714,2012-03-08T14:03:25+01:00,Completed,Resolved,A2_4,Org line A2,G108 2nd,Low,PROD66,pl,France
0,1-694782353,2012-03-08T10:22:23+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD312,be,Belgium
1,1-694782353,2012-03-08T10:23:26+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD312,be,Belgium
2,1-694782353,2012-03-08T10:25:46+01:00,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD312,be,Belgium
3,1-694782353,2012-03-08T11:59:15+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD312,be,Belgium
4,1-694782353,2012-03-08T11:59:52+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD312,be,Belgium
5,1-694782353,2012-03-08T12:02:50+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD312,be,INDIA
6,1-694782353,2012-03-08T12:54:10+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,G54 2nd,Medium,PROD312,be,INDIA
0,1-694796871,2012-03-08T12:56:27+01:00,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Medium,PROD131,br,Brazil
1,1-694796871,2012-03-08T13:32:19+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Medium,PROD131,br,Brazil
2,1-694796871,2012-03-08T13:35:15+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,S2 2nd,Medium,PROD131,br,Brazil
0,1-694844381,2012-03-08T12:59:34+01:00,Accepted,In Progress,C_3,Org line C,G90 3rd,Low,PROD436,in,Sweden
1,1-694844381,2012-03-08T13:12:56+01:00,Queued,Awaiting Assignment,E_4,Org line C,G89 2nd,Low,PROD436,in,Sweden
2,1-694844381,2012-03-08T13:13:28+01:00,Queued,Awaiting Assignment,E_4,Org line C,G89 2nd,Low,PROD436,in,Sweden
3,1-694844381,2012-03-08T13:25:21+01:00,Accepted,In Progress,E_4,Org line C,G89 2nd,Low,PROD436,in,INDIA
4,1-694844381,2012-03-08T13:25:49+01:00,Accepted,Wait - User,E_4,Org line C,G89 2nd,Low,PROD436,in,INDIA
5,1-694844381,2012-03-09T05:37:15+01:00,Accepted,Wait,E_4,Org line C,G89 2nd,Low,PROD436,in,INDIA
6,1-694844381,2012-03-16T11:20:20+01:00,Accepted,Assigned,E_4,Org line C,G89 2nd,Low,PROD436,in,INDIA
7,1-694844381,2012-03-16T11:39:22+01:00,Accepted,In Progress,E_4,Org line C,G89 2nd,Low,PROD436,in,INDIA
0,1-694845331,2012-03-08T12:30:23+01:00,Accepted,In Progress,E_6,Org line C,G15 2nd,Medium,PROD621,se,Sweden
1,1-694845331,2012-03-08T12:34:26+01:00,Accepted,In Progress,E_6,Org line C,G15 2nd,Medium,PROD621,se,Sweden
2,1-694845331,2012-03-08T12:35:52+01:00,Queued,Awaiting Assignment,C_6,Org line C,G269 3rd,Medium,PROD621,se,Sweden
3,1-694845331,2012-03-08T13:23:53+01:00,Accepted,In Progress,C_6,Org line C,G269 3rd,Medium,PROD621,se,INDIA
4,1-694845331,2012-03-09T10:19:50+01:00,Accepted,Assigned,C_6,Org line C,G269 3rd,Medium,PROD621,se,INDIA
0,1-694868667,2012-03-08T12:33:29+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD493,se,Sweden
1,1-694868667,2012-03-08T12:34:06+01:00,Accepted,In Progress,,Org line V2,T12,Medium,PROD493,se,Sweden
2,1-694868667,2012-03-08T12:35:52+01:00,Queued,Awaiting Assignment,,Org line V2,T12,Medium,PROD493,se,Sweden
0,1-694899341,2012-03-08T14:26:31+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
1,1-694899341,2012-03-08T14:26:40+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,Brazil
2,1-694899341,2012-03-08T14:41:37+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
3,1-694899341,2012-03-08T19:18:00+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Brazil
4,1-694899341,2012-03-08T19:20:45+01:00,Queued,Awaiting Assignment,V3_2,Org line C,N42,Low,PROD424,pl,Brazil
5,1-694899341,2012-03-08T19:29:03+01:00,Accepted,In Progress,V3_2,Org line C,N42,Low,PROD424,pl,USA
6,1-694899341,2012-03-08T19:29:55+01:00,Accepted,Assigned,V3_2,Org line C,N42,Low,PROD424,pl,USA
0,1-694975897,2012-03-08T17:00:30+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD253,be,Belgium
1,1-694975897,2012-03-08T17:00:40+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD253,be,Belgium
0,1-695147297,2012-03-09T07:33:46+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD283,se,Sweden
1,1-695147297,2012-03-09T07:35:35+01:00,Accepted,In Progress,V3_2,Org line C,S37,Medium,PROD283,se,Sweden
0,1-695221831,2012-03-09T10:21:10+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G359,Low,PROD537,se,Sweden
1,1-695221831,2012-03-09T12:05:58+01:00,Accepted,In Progress,V3_2,Org line C,G359,Low,PROD537,se,Sweden
2,1-695221831,2012-03-09T12:06:45+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD537,se,Sweden
3,1-695221831,2012-03-09T12:06:46+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD537,se,Sweden
4,1-695221831,2012-03-09T12:14:42+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD537,se,POLAND
0,1-695298616,2012-03-09T09:49:16+01:00,Accepted,In Progress,V3_2,Org line C,S33,Low,PROD424,pl,Japan
1,1-695298616,2012-03-09T09:53:08+01:00,Accepted,In Progress,V3_2,Org line C,S33,Low,PROD424,pl,Japan
0,1-695360832,2012-03-12T09:12:29+01:00,Queued,Awaiting Assignment,,Other,T19,Medium,PROD726,se,Sweden
1,1-695360832,2012-03-12T09:18:20+01:00,Queued,Awaiting Assignment,A2_3,Org line A2,G45 2nd,Medium,PROD726,se,Sweden
2,1-695360832,2012-03-16T08:39:13+01:00,Accepted,In Progress,A2_3,Org line A2,G45 2nd,Medium,PROD726,se,Sweden
3,1-695360832,2012-03-16T08:39:25+01:00,Accepted,Assigned,A2_3,Org line A2,G45 2nd,Medium,PROD726,se,Sweden
4,1-695360832,2012-03-16T08:41:23+01:00,Accepted,In Progress,A2_3,Org line A2,G45 2nd,Medium,PROD726,se,Sweden
5,1-695360832,2012-03-16T08:41:37+01:00,Accepted,Assigned,A2_3,Org line A2,G45 2nd,Medium,PROD726,se,Sweden
6,1-695360832,2012-03-16T08:41:45+01:00,Accepted,In Progress,A2_3,Org line A2,G45 2nd,Medium,PROD726,se,Sweden
0,1-695452478,2012-03-09T14:20:44+01:00,Accepted,In Progress,V3_2,Org line C,M27,Low,PROD253,se,Sweden
0,1-695486451,2012-03-09T15:17:17+01:00,Accepted,In Progress,,Org line V11,V56 2nd,Medium,PROD38,se,Sweden
1,1-695486451,2012-03-09T15:19:01+01:00,Accepted,In Progress,,Org line V11,V56 2nd,Medium,PROD38,se,Sweden
2,1-695486451,2012-03-09T15:19:25+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD38,se,Sweden
3,1-695486451,2012-03-12T07:51:56+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD38,se,POLAND
4,1-695486451,2012-03-12T07:52:10+01:00,Accepted,Assigned,V3_2,Org line C,G179,Medium,PROD38,se,POLAND
5,1-695486451,2012-03-12T09:17:23+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD38,se,POLAND
6,1-695486451,2012-03-12T10:17:45+01:00,Queued,Awaiting Assignment,A2_5,Org line A2,N18 2nd,Medium,PROD38,se,POLAND
7,1-695486451,2012-03-13T03:05:08+01:00,Accepted,In Progress,A2_5,Org line A2,N18 2nd,Medium,PROD38,se,China
8,1-695486451,2012-03-13T03:06:18+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD38,se,China
9,1-695486451,2012-03-13T08:13:53+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD38,se,POLAND
10,1-695486451,2012-03-13T08:14:00+01:00,Accepted,Assigned,V3_2,Org line C,G179,Medium,PROD38,se,POLAND
11,1-695486451,2012-03-13T09:00:41+01:00,Accepted,In Progress,V3_2,Org line C,G179,Medium,PROD38,se,POLAND
12,1-695486451,2012-03-13T09:02:05+01:00,Queued,Awaiting Assignment,A2_5,Org line A2,N18 2nd,Medium,PROD38,se,POLAND
13,1-695486451,2012-03-14T07:13:05+01:00,Accepted,In Progress,A2_5,Org line A2,N18 2nd,Medium,PROD38,se,China
14,1-695486451,2012-03-14T07:13:53+01:00,Queued,Awaiting Assignment,,Org line V11,V56 2nd,Medium,PROD38,se,China
15,1-695486451,2012-03-14T08:17:10+01:00,Accepted,In Progress,,Org line V11,V56 2nd,Medium,PROD38,se,Sweden
16,1-695486451,2012-03-14T08:20:22+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G179,Medium,PROD38,se,Sweden
0,1-695870591,2012-03-14T15:13:10+01:00,Queued,Awaiting Assignment,,Other,V9,Medium,PROD617,kr,USA
1,1-695870591,2012-03-14T15:21:10+01:00,Queued,Awaiting Assignment,D_1,Org line A2,G197 2nd,Medium,PROD617,kr,USA
2,1-695870591,2012-03-14T15:22:39+01:00,Accepted,In Progress,D_1,Org line A2,G197 2nd,Medium,PROD617,kr,POLAND
3,1-695870591,2012-03-14T15:23:05+01:00,Queued,Awaiting Assignment,D_1,Org line A2,V17 3rd,Medium,PROD617,kr,POLAND
4,1-695870591,2012-03-14T15:31:31+01:00,Accepted,In Progress,D_1,Org line A2,V17 3rd,Medium,PROD617,kr,POLAND
5,1-695870591,2012-03-14T15:39:40+01:00,Accepted,Assigned,D_1,Org line A2,V17 3rd,Medium,PROD617,kr,POLAND
0,1-695872361,2012-03-12T14:20:21+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD455,se,Sweden
1,1-695872361,2012-03-12T14:28:03+01:00,Accepted,In Progress,,Other,S56,Medium,PROD455,se,POLAND
2,1-695872361,2012-03-12T14:30:02+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S49,Medium,PROD455,se,POLAND
3,1-695872361,2012-03-12T14:38:57+01:00,Accepted,In Progress,V3_2,Org line C,S49,Medium,PROD455,se,Sweden
0,1-696080795,2012-03-13T11:52:48+01:00,Queued,Awaiting Assignment,,Other,S2,Low,PROD609,fr,France
1,1-696080795,2012-03-13T11:57:14+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD609,fr,France
2,1-696080795,2012-03-13T12:45:47+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD609,fr,POLAND
3,1-696080795,2012-03-13T12:46:07+01:00,Queued,Awaiting Assignment,D_1,Org line A2,L40 3rd,Low,PROD609,fr,POLAND
4,1-696080795,2012-03-13T13:36:06+01:00,Accepted,In Progress,D_1,Org line A2,L40 3rd,Low,PROD609,fr,France
0,1-696101645,2012-03-12T11:24:45+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD424,be,Belgium
1,1-696101645,2012-03-12T11:25:38+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD424,be,Belgium
2,1-696101645,2012-03-12T11:28:10+01:00,Queued,Awaiting Assignment,,Org line V11,V51 2nd,Medium,PROD424,be,Belgium
3,1-696101645,2012-03-12T11:36:32+01:00,Accepted,In Progress,,Org line V11,V51 2nd,Medium,PROD424,be,France
0,1-696163170,2012-03-12T13:34:31+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,br,Brazil
1,1-696163170,2012-03-12T13:34:38+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,br,Brazil
2,1-696163170,2012-03-12T13:41:57+01:00,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,br,Brazil
3,1-696163170,2012-03-12T13:43:51+01:00,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,br,INDIA
4,1-696163170,2012-03-12T14:08:10+01:00,Accepted,Assigned,E_10,Org line B,G230 2nd,Low,PROD424,br,INDIA
5,1-696163170,2012-03-12T14:30:37+01:00,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,br,INDIA
6,1-696163170,2012-03-12T14:32:05+01:00,Accepted,Wait - User,E_10,Org line B,G230 2nd,Low,PROD424,br,INDIA
7,1-696163170,2012-03-13T17:53:51+01:00,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,br,INDIA
8,1-696163170,2012-03-13T17:53:58+01:00,Completed,Resolved,E_10,Org line B,G230 2nd,Low,PROD424,br,INDIA
9,1-696163170,2012-03-13T23:05:13+01:00,Completed,Closed,E_10,Org line B,G230 2nd,Low,PROD424,br,0
10,1-696163170,2012-04-10T20:47:09+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,br,Brazil
11,1-696163170,2012-04-10T20:47:19+01:00,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,br,Brazil
0,1-696361691,2012-03-12T18:07:35+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD337,se,Sweden
1,1-696361691,2012-03-12T22:27:08+01:00,Accepted,In Progress,,Other,S56,Medium,PROD337,se,Brazil
0,1-696484951,2012-03-13T18:22:39+01:00,Queued,Awaiting Assignment,,Other,G1,Medium,PROD107,be,Belgium
1,1-696484951,2012-03-13T18:23:11+01:00,Queued,Awaiting Assignment,A2_4,Org line A2,G327 2nd,Medium,PROD107,be,Belgium
0,1-696831586,2012-03-13T14:58:12+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium
1,1-696831586,2012-03-13T15:01:09+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium
2,1-696831586,2012-03-13T15:02:36+01:00,Queued,Awaiting Assignment,,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium
3,1-696831586,2012-03-13T15:02:37+01:00,Queued,Awaiting Assignment,,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium
4,1-696831586,2012-03-14T09:03:13+01:00,Accepted,In Progress,,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands
5,1-696831586,2012-03-14T09:03:21+01:00,Accepted,Wait,,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands
0,1-696861441,2012-03-13T14:42:09+01:00,Accepted,In Progress,V3_2,Org line C,N50,Medium,PROD611,in,USA
1,1-696861441,2012-03-13T14:43:10+01:00,Accepted,In Progress,V3_2,Org line C,N50,Medium,PROD611,in,USA
2,1-696861441,2012-03-13T14:50:43+01:00,Queued,Awaiting Assignment,D_1,Org line A2,L50 3rd,Medium,PROD611,in,USA
3,1-696861441,2012-03-13T14:53:48+01:00,Accepted,In Progress,D_1,Org line A2,L50 3rd,Medium,PROD611,in,Sweden
4,1-696861441,2012-03-13T14:59:16+01:00,Accepted,Assigned,D_1,Org line A2,L50 3rd,Medium,PROD611,in,Sweden
0,1-696882469,2012-03-13T15:35:11+01:00,Accepted,In Progress,A2_4,Org line A2,G109 2nd,Medium,PROD534,fr,France
0,1-696894381,2012-03-13T15:23:19+01:00,Accepted,In Progress,V3_2,Org line C,M6,Low,PROD698,se,Sweden
0,1-696911694,2012-03-13T14:58:08+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,be,Belgium
1,1-696911694,2012-03-13T15:02:12+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,be,Belgium
2,1-696911694,2012-03-13T15:08:28+01:00,Queued,Awaiting Assignment,,Org line V7n,V37 2nd,Medium,PROD542,be,Belgium
3,1-696911694,2012-03-14T09:03:29+01:00,Accepted,In Progress,,Org line V7n,V37 2nd,Medium,PROD542,be,Netherlands
4,1-696911694,2012-03-14T09:03:33+01:00,Accepted,Wait,,Org line V7n,V37 2nd,Medium,PROD542,be,Netherlands
5,1-696911694,2012-03-15T10:19:47+01:00,Accepted,In Progress,,Org line V7n,V37 2nd,Medium,PROD542,be,Netherlands
6,1-696911694,2012-03-15T10:28:31+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD542,be,Netherlands
0,1-696915401,2012-03-13T15:23:21+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD620,ru,POLAND
1,1-696915401,2012-03-13T15:23:32+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD620,ru,POLAND
2,1-696915401,2012-03-13T15:25:27+01:00,Queued,Awaiting Assignment,,Org line B,R6 2nd,Low,PROD620,ru,POLAND
0,1-696981592,2012-03-13T19:09:11+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
1,1-696981592,2012-03-13T19:09:49+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
2,1-696981592,2012-03-13T19:13:12+01:00,Queued,Awaiting Assignment,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
3,1-696981592,2012-03-14T12:20:43+01:00,Accepted,In Progress,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
4,1-696981592,2012-03-14T12:21:44+01:00,Accepted,Assigned,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
5,1-696981592,2012-03-16T15:09:28+01:00,Accepted,In Progress,,Org line V7,V35 2nd,Medium,PROD542,be,United Kingdom
6,1-696981592,2012-03-16T15:09:36+01:00,Accepted,Assigned,,Org line V7,V35 2nd,Medium,PROD542,be,United Kingdom
7,1-696981592,2012-03-19T17:17:56+01:00,Accepted,In Progress,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
8,1-696981592,2012-03-20T17:27:40+01:00,Accepted,Assigned,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
9,1-696981592,2012-03-22T14:25:53+01:00,Accepted,In Progress,,Org line V7,V35 2nd,Medium,PROD542,be,United Kingdom
10,1-696981592,2012-03-22T14:29:11+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,be,United Kingdom
11,1-696981592,2012-03-22T15:21:12+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
12,1-696981592,2012-03-22T15:32:45+01:00,Accepted,Wait - User,A2_1,Org line C,D2,Medium,PROD542,be,Belgium
13,1-696981592,2012-03-26T03:10:02+01:00,Accepted,Wait - User,A2_1,Org line C,D2,Medium,PROD542,be,0
14,1-696981592,2012-03-29T16:07:58+01:00,Queued,Awaiting Assignment,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
15,1-696981592,2012-03-29T16:38:28+01:00,Accepted,In Progress,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
16,1-696981592,2012-03-29T16:38:44+01:00,Accepted,Wait,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
17,1-696981592,2012-03-29T16:38:56+01:00,Accepted,Wait,,Org line V7,V35 2nd,Medium,PROD542,be,Belgium
18,1-696981592,2012-04-02T17:10:17+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,be,United Kingdom
0,1-697462851,2012-03-14T16:37:37+01:00,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
1,1-697462851,2012-03-14T17:41:35+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
2,1-697462851,2012-03-14T17:44:16+01:00,Accepted,Assigned,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
3,1-697462851,2012-03-14T18:15:00+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
4,1-697462851,2012-03-14T18:15:09+01:00,Accepted,Wait,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
5,1-697462851,2012-03-15T15:45:25+01:00,Accepted,Wait - User,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
6,1-697462851,2012-03-21T15:37:01+01:00,Accepted,Wait - User,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
7,1-697462851,2012-03-22T17:38:54+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
8,1-697462851,2012-03-22T17:38:58+01:00,Completed,Resolved,V3_2,Org line G2,S8,Low,PROD424,br,Brazil
0,1-697478298,2012-03-14T14:50:19+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD130,br,Brazil
1,1-697478298,2012-03-14T14:51:16+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD130,br,Brazil
2,1-697478298,2012-03-14T14:51:56+01:00,Queued,Awaiting Assignment,E_6,Org line B,S16,Low,PROD130,br,Brazil
3,1-697478298,2012-03-14T15:04:59+01:00,Accepted,In Progress,E_6,Org line B,S16,Low,PROD130,br,Brazil
0,1-697528961,2012-03-15T15:18:55+01:00,Queued,Awaiting Assignment,,Other,S18,Medium,PROD782,pl,France
1,1-697528961,2012-03-15T15:19:20+01:00,Queued,Awaiting Assignment,D_1,Org line A2,W14 2nd,Medium,PROD782,pl,France
0,1-697746161,2012-03-15T07:30:09+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD829,se,POLAND
1,1-697746161,2012-03-15T07:32:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD829,se,POLAND
2,1-697746161,2012-03-15T08:11:38+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD829,se,POLAND
3,1-697746161,2012-03-15T08:12:50+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD829,se,POLAND
4,1-697746161,2012-03-15T08:12:52+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD829,se,POLAND
0,1-697751037,2012-03-15T07:59:02+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD235,be,Belgium
1,1-697751037,2012-03-15T07:59:44+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD235,be,Belgium
2,1-697751037,2012-03-15T08:03:07+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD235,be,Belgium
3,1-697751037,2012-03-15T08:22:38+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD235,be,POLAND
4,1-697751037,2012-03-15T09:33:14+01:00,Queued,Awaiting Assignment,,Org line V11,V49,Medium,PROD235,be,POLAND
5,1-697751037,2012-03-16T09:31:00+01:00,Accepted,In Progress,,Org line V11,V49,Medium,PROD235,be,Germany
6,1-697751037,2012-03-16T09:32:50+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD235,be,Germany
7,1-697751037,2012-03-16T10:04:55+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD235,be,Belgium
8,1-697751037,2012-03-16T10:04:59+01:00,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD235,be,Belgium
9,1-697751037,2012-03-16T10:29:21+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD235,be,Belgium
10,1-697751037,2012-03-16T19:18:36+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD235,be,Brazil
11,1-697751037,2012-03-16T19:21:46+01:00,Queued,Awaiting Assignment,,Org line V11,V49,Medium,PROD235,be,Brazil
12,1-697751037,2012-03-19T13:07:50+01:00,Accepted,In Progress,,Org line V11,V49,Medium,PROD235,be,Germany
13,1-697751037,2012-03-19T13:08:54+01:00,Queued,Awaiting Assignment,,Org line V11,A5,Medium,PROD235,be,Germany
0,1-697774726,2012-03-15T08:21:37+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,be,INDIA
1,1-697774726,2012-03-15T08:21:55+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,be,INDIA
2,1-697774726,2012-03-15T09:26:10+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G323,Low,PROD424,be,INDIA
3,1-697774726,2012-03-15T10:36:44+01:00,Accepted,In Progress,V3_2,Org line C,G323,Low,PROD424,be,Belgium
4,1-697774726,2012-03-15T10:36:52+01:00,Accepted,Wait,V3_2,Org line C,G323,Low,PROD424,be,Belgium
0,1-697777158,2012-03-15T08:51:41+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD162,fr,POLAND
1,1-697777158,2012-03-15T08:52:36+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD162,fr,POLAND
2,1-697777158,2012-03-15T08:57:55+01:00,Queued,Awaiting Assignment,,Org line F,G207 2nd,Low,PROD162,fr,POLAND
3,1-697777158,2012-03-15T09:48:58+01:00,Accepted,In Progress,,Org line F,G207 2nd,Low,PROD162,fr,France
4,1-697777158,2012-03-15T10:13:11+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD162,fr,France
0,1-697896972,2012-03-15T11:03:55+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD267,be,Belgium
1,1-697896972,2012-03-15T11:06:06+01:00,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD267,be,Belgium
0,1-697955020,2012-03-15T12:36:41+01:00,Accepted,In Progress,A2_4,Org line A2,V30,Medium,PROD582,fr,France
1,1-697955020,2012-03-15T12:37:32+01:00,Accepted,In Progress,A2_4,Org line A2,V30,Medium,PROD582,fr,France
