,SR_Number,Change_Date+Time,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country
3530,1-708621216,2012-04-04T12:48:28+01:00,Queued,Awaiting Assignment,A2_5,Org line A2,G364 2nd,Medium,PROD691,se,POLAND
3531,1-708625573,2012-04-04T11:13:07+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD455,se,POLAND
3532,1-708625573,2012-04-04T11:13:14+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD455,se,POLAND
3533,1-708625573,2012-04-04T11:19:22+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD455,se,POLAND
3534,1-708625573,2012-04-04T14:33:05+01:00,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,Sweden
3535,1-708625573,2012-04-04T14:33:11+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S49,Low,PROD455,se,Sweden
3536,1-708625573,2012-04-11T14:24:21+01:00,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,Sweden
3537,1-708625573,2012-04-11T14:27:21+01:00,Queued,Awaiting Assignment,,Other,G172,Low,PROD455,se,Sweden
3538,1-708625573,2012-04-12T13:37:49+01:00,Accepted,In Progress,,Other,G172,Low,PROD455,se,Czech Republic
3539,1-708625573,2012-05-02T11:03:41+01:00,Accepted,In Progress,V3_2,Org line C,S49,Low,PROD455,se,Sweden
3540,1-708654057,2012-04-04T10:41:55+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3541,1-708654057,2012-04-04T10:42:42+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3542,1-708654057,2012-04-04T10:45:24+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,Sweden
3543,1-708654057,2012-04-04T10:51:44+01:00,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,POLAND
3544,1-708654057,2012-04-04T10:53:39+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD776,se,POLAND
3545,1-708654057,2012-04-04T11:49:54+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3546,1-708654057,2012-04-04T11:53:54+01:00,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3547,1-708654057,2012-04-07T10:43:26+01:00,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD776,se,0
3548,1-708654057,2012-04-10T10:43:19+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,Sweden
3549,1-708654057,2012-04-10T11:18:44+01:00,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,POLAND
3550,1-708654057,2012-04-10T11:33:49+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD776,se,POLAND
3551,1-708654057,2012-04-10T11:35:31+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3552,1-708654206,2012-04-04T10:50:12+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3553,1-708654206,2012-04-04T10:51:06+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD776,se,Sweden
3554,1-708654206,2012-04-04T10:53:18+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,Sweden
3555,1-708654206,2012-04-04T10:54:29+01:00,Accepted,In Progress,A2_1,Org line A2,N14 2nd,Medium,PROD776,se,POLAND
3556,1-708654206,2012-04-04T10:56:39+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD776,se,POLAND
3557,1-708654452,2012-04-04T10:58:53+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,INDIA
3558,1-708654452,2012-04-04T11:01:57+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,in,INDIA
3559,1-708654452,2012-04-04T12:37:48+01:00,Queued,Awaiting Assignment,E_7,Org line C,G165 2nd,Low,PROD424,in,INDIA
3560,1-708654452,2012-04-04T12:50:00+01:00,Accepted,In Progress,E_7,Org line C,G165 2nd,Low,PROD424,in,INDIA
3561,1-708654452,2012-04-06T14:12:04+01:00,Accepted,Wait - User,E_7,Org line C,G165 2nd,Low,PROD424,in,INDIA
3562,1-708654452,2012-04-11T14:54:04+01:00,Accepted,In Progress,E_7,Org line C,G165 2nd,Low,PROD424,in,INDIA
3563,1-708654452,2012-04-11T14:57:12+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,in,INDIA
3564,1-708654452,2012-04-12T08:45:14+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,in,POLAND
3565,1-708654452,2012-04-12T08:45:36+01:00,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,in,POLAND
3566,1-708654452,2012-04-13T10:29:43+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,in,POLAND
3567,1-708654452,2012-04-13T10:49:34+01:00,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD424,in,POLAND
3568,1-708654452,2012-04-13T10:58:45+01:00,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD424,in,Sweden
3569,1-708674093,2012-04-04T20:03:45+01:00,Queued,Awaiting Assignment,,Other,N56,Low,PROD607,us,USA
3570,1-708674093,2012-04-04T20:03:58+01:00,Queued,Awaiting Assignment,,Other,N56,Low,PROD607,us,USA
3571,1-708674093,2012-04-04T20:04:33+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD607,us,USA
3572,1-708674093,2012-04-05T01:01:45+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD607,us,Brazil
3573,1-708824660,2012-04-04T14:39:58+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3574,1-708824660,2012-04-04T14:40:20+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3575,1-708824660,2012-04-04T15:06:30+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,N14 2nd,Medium,PROD776,pl,POLAND
3576,1-708824660,2012-04-05T09:56:53+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3577,1-708824660,2012-04-05T10:04:04+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3578,1-708824660,2012-04-05T10:04:10+01:00,Accepted,Assigned,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3579,1-708824660,2012-04-05T10:04:15+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3580,1-708824660,2012-04-05T10:04:28+01:00,Accepted,Assigned,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3581,1-708824660,2012-04-05T12:11:36+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3582,1-708824660,2012-04-05T12:15:53+01:00,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3583,1-708824660,2012-04-07T14:41:00+01:00,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD776,pl,0
3584,1-708824660,2012-04-10T07:44:47+01:00,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD776,pl,POLAND
3585,1-708840091,2012-04-04T15:56:13+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD115,br,Brazil
3586,1-708840091,2012-04-09T16:16:30+01:00,Accepted,In Progress,,Other,S56,Medium,PROD115,br,Brazil
3587,1-708840281,2012-04-04T20:22:15+01:00,Queued,Awaiting Assignment,V3_2,Org line G2,S8,Low,PROD279,br,Brazil
3588,1-708840281,2012-04-05T01:17:44+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD279,br,Brazil
3589,1-708840281,2012-04-05T01:18:04+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD279,br,Brazil
3590,1-708840281,2012-04-05T01:18:36+01:00,Accepted,Assigned,V3_2,Org line G2,S8,Low,PROD279,br,Brazil
3591,1-708840281,2012-04-09T15:10:34+01:00,Accepted,In Progress,V3_2,Org line G2,S8,Low,PROD279,br,Brazil
3592,1-708840891,2012-04-05T10:48:30+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD546,us,Sweden
3593,1-708840891,2012-04-05T11:18:21+01:00,Accepted,In Progress,,Other,S56,Medium,PROD546,us,POLAND
3594,1-708840891,2012-04-05T11:18:33+01:00,Queued,Awaiting Assignment,A2_4,Org line A2,G113 2nd,Medium,PROD546,us,POLAND
3595,1-708879965,2012-04-04T14:54:22+01:00,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD235,be,Belgium
3596,1-708879965,2012-04-04T14:55:02+01:00,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD235,be,Belgium
3597,1-708879965,2012-04-04T15:13:12+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD235,be,Belgium
3598,1-708879965,2012-04-04T19:45:21+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD235,be,Brazil
3599,1-708879965,2012-04-04T20:35:13+01:00,Accepted,Wait,A2_1,Org line A2,D4,Medium,PROD235,be,Brazil
3600,1-708879965,2012-04-04T20:35:39+01:00,Queued,Awaiting Assignment,A2_1,Org line C,D6,Medium,PROD235,be,Brazil
3601,1-708879965,2012-04-05T14:56:13+01:00,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD235,be,Belgium
3602,1-708954745,2012-04-04T17:34:44+01:00,Accepted,In Progress,V3_2,Org line C,S36,Medium,PROD237,se,Sweden
3603,1-708954745,2012-04-04T17:35:21+01:00,Accepted,In Progress,V3_2,Org line C,S36,Medium,PROD237,se,Sweden
3604,1-708954745,2012-04-04T17:55:44+01:00,Queued,Awaiting Assignment,V3_2,Org line C,M17,Medium,PROD237,se,Sweden
3605,1-709023396,2012-04-04T20:37:33+01:00,Accepted,In Progress,,Org line C,N15 2nd,Low,PROD324,ca,Canada
3606,1-709023396,2012-04-04T20:45:20+01:00,Accepted,In Progress,,Org line C,N15 2nd,Low,PROD324,ca,Canada
3607,1-709023396,2012-04-04T20:46:31+01:00,Accepted,Assigned,,Org line C,N15 2nd,Low,PROD324,ca,Canada
3608,1-709033790,2012-04-05T04:50:08+01:00,Accepted,In Progress,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3609,1-709033790,2012-04-05T04:50:33+01:00,Accepted,In Progress,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3610,1-709033790,2012-04-05T04:58:04+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,T17 2nd,High,PROD350,cn,THAILAND
3611,1-709033790,2012-04-05T05:48:59+01:00,Accepted,In Progress,A2_1,Org line A2,T17 2nd,High,PROD350,cn,China
3612,1-709033790,2012-04-10T04:42:52+01:00,Queued,Awaiting Assignment,A2_1,Org line B,D1,High,PROD350,cn,China
3613,1-709033790,2012-04-10T10:37:53+01:00,Accepted,In Progress,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3614,1-709033790,2012-04-10T10:38:02+01:00,Accepted,Wait - User,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3615,1-709033790,2012-04-19T08:20:44+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,T17 2nd,High,PROD350,cn,THAILAND
3616,1-709033790,2012-04-19T09:11:21+01:00,Accepted,In Progress,A2_1,Org line A2,T17 2nd,High,PROD350,cn,China
3617,1-709033790,2012-04-23T05:05:53+01:00,Queued,Awaiting Assignment,A2_1,Org line B,D1,High,PROD350,cn,China
3618,1-709033790,2012-04-23T06:56:07+01:00,Accepted,In Progress,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3619,1-709033790,2012-04-23T06:56:20+01:00,Accepted,Wait - User,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3620,1-709033790,2012-04-24T07:51:39+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,T17 2nd,High,PROD350,cn,THAILAND
3621,1-709033790,2012-04-24T08:17:24+01:00,Accepted,In Progress,A2_1,Org line A2,T17 2nd,High,PROD350,cn,China
3622,1-709033790,2012-04-24T08:17:54+01:00,Accepted,Assigned,A2_1,Org line A2,T17 2nd,High,PROD350,cn,China
3623,1-709033790,2012-04-26T19:10:23+01:00,Accepted,In Progress,A2_1,Org line A2,T17 2nd,High,PROD350,cn,China
3624,1-709033790,2012-04-26T19:11:35+01:00,Queued,Awaiting Assignment,A2_1,Org line B,D1,High,PROD350,cn,China
3625,1-709033790,2012-04-27T03:20:16+01:00,Accepted,In Progress,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3626,1-709033790,2012-04-27T05:42:25+01:00,Accepted,Wait - User,A2_1,Org line B,D1,High,PROD350,cn,THAILAND
3627,1-709033790,2012-04-27T05:46:02+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,T17 2nd,High,PROD350,cn,THAILAND
3628,1-709073301,2012-04-05T09:33:02+01:00,Queued,Awaiting Assignment,,Other,S56,Low,PROD424,pl,Sweden
3629,1-709073301,2012-04-05T09:36:15+01:00,Accepted,In Progress,,Other,S56,Low,PROD424,pl,POLAND
3630,1-709073301,2012-04-05T09:36:32+01:00,Accepted,Assigned,,Other,S56,Low,PROD424,pl,POLAND
3631,1-709073301,2012-04-05T09:41:57+01:00,Accepted,In Progress,,Other,S56,Low,PROD424,pl,POLAND
3632,1-709073651,2012-04-05T12:32:51+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD243,in,Sweden
3633,1-709073651,2012-04-05T12:38:02+01:00,Accepted,In Progress,,Other,S56,Medium,PROD243,in,POLAND
3634,1-709073651,2012-04-05T12:38:24+01:00,Queued,Awaiting Assignment,,Other,S56,Medium,PROD243,in,POLAND
3635,1-709073651,2012-04-06T10:10:13+01:00,Accepted,In Progress,,Other,S56,Medium,PROD243,in,POLAND
3636,1-709073651,2012-04-06T10:13:27+01:00,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD243,in,POLAND
3637,1-709073651,2012-04-06T10:14:38+01:00,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3638,1-709073651,2012-04-06T10:20:00+01:00,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3639,1-709073651,2012-04-06T10:42:18+01:00,Accepted,Assigned,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3640,1-709073651,2012-04-06T12:23:54+01:00,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3641,1-709073651,2012-04-06T12:24:00+01:00,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3642,1-709073651,2012-04-06T18:15:42+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD243,in,INDIA
3643,1-709073651,2012-04-07T01:44:44+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD243,in,Sweden
3644,1-709073651,2012-04-07T01:44:48+01:00,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD243,in,Sweden
3645,1-709073651,2012-04-09T06:20:36+01:00,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD243,in,INDIA
3646,1-709073651,2012-04-09T06:20:41+01:00,Accepted,Wait,V3_2,Org line C,G97,Medium,PROD243,in,INDIA
3647,1-709073651,2012-04-09T12:46:26+01:00,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3648,1-709073651,2012-04-09T13:14:28+01:00,Accepted,Wait - User,E_5,Org line C,G92,Medium,PROD243,in,INDIA
3649,1-709073651,2012-04-10T11:27:37+01:00,Queued,Awaiting Assignment,E_1,Org line C,G55 2nd,Medium,PROD243,in,INDIA
3650,1-709073651,2012-04-10T16:32:38+01:00,Accepted,In Progress,E_1,Org line C,G55 2nd,Medium,PROD243,in,Sweden
3651,1-709073651,2012-04-10T16:41:47+01:00,Accepted,Wait - User,E_1,Org line C,G55 2nd,Medium,PROD243,in,Sweden
3652,1-709073651,2012-04-12T14:21:12+01:00,Accepted,In Progress,E_1,Org line C,G55 2nd,Medium,PROD243,in,Sweden
3653,1-709073651,2012-04-12T14:45:50+01:00,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD243,in,Sweden
3654,1-709167822,2012-04-05T07:57:41+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3655,1-709167822,2012-04-05T08:01:34+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3656,1-709167822,2012-04-05T08:16:25+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3657,1-709167822,2012-04-05T09:56:01+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND
3658,1-709167822,2012-04-05T10:21:04+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD236,se,POLAND
3659,1-709167822,2012-04-05T12:00:37+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3660,1-709167822,2012-04-05T12:08:32+01:00,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3661,1-709167822,2012-04-05T13:05:02+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3662,1-709167822,2012-04-05T13:16:49+01:00,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3663,1-709167822,2012-04-05T14:39:38+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3664,1-709167822,2012-04-06T11:14:52+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND
3665,1-709167822,2012-04-06T12:21:05+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD236,se,POLAND
3666,1-709167822,2012-04-08T08:08:38+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD236,se,0
3667,1-709167822,2012-04-10T10:16:43+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3668,1-709167822,2012-04-10T10:17:35+01:00,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3669,1-709167822,2012-04-10T10:39:09+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3670,1-709167822,2012-04-10T14:36:04+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,Brazil
3671,1-709167822,2012-04-10T17:11:07+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD236,se,Brazil
3672,1-709167822,2012-04-10T17:51:23+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3673,1-709437564,2012-04-05T08:17:14+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD366,pl,POLAND
3674,1-709437564,2012-04-05T08:18:54+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD366,pl,POLAND
3675,1-709437564,2012-04-05T08:25:37+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,POLAND
3676,1-709437564,2012-04-05T09:33:09+01:00,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,Sweden
3677,1-709437564,2012-04-05T09:37:53+01:00,Accepted,Wait,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,Sweden
3678,1-709437564,2012-04-19T14:16:21+01:00,Accepted,Assigned,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,Sweden
3679,1-709437564,2012-04-19T14:23:00+01:00,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,Sweden
3680,1-709437564,2012-04-19T14:23:15+01:00,Accepted,Wait,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,Sweden
3681,1-709437564,2012-04-20T10:47:50+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD366,pl,Sweden
3682,1-709437564,2012-04-20T12:26:52+01:00,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD366,pl,POLAND
3683,1-709437564,2012-04-20T12:30:58+01:00,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,POLAND
3684,1-709437564,2012-04-20T13:41:26+01:00,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Medium,PROD366,pl,Sweden
3685,1-709456716,2012-04-05T09:14:08+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3686,1-709456716,2012-04-05T09:16:58+01:00,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD236,se,Sweden
3687,1-709456716,2012-04-05T09:18:05+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3688,1-709456716,2012-04-05T12:00:56+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND
3689,1-709456716,2012-04-05T12:24:45+01:00,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD236,se,POLAND
3690,1-709456716,2012-04-10T09:47:36+01:00,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD236,se,Sweden
3691,1-709456716,2012-04-10T09:53:26+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3692,1-709456716,2012-04-10T09:53:27+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3693,1-709456716,2012-04-10T19:14:33+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,Brazil
3694,1-709456716,2012-04-10T19:16:13+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,G42 3rd,Medium,PROD236,se,Brazil
3695,1-709456716,2012-04-10T19:16:14+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,G42 3rd,Medium,PROD236,se,Brazil
3696,1-709456716,2012-04-11T08:18:29+01:00,Accepted,In Progress,A2_1,Org line A2,G42 3rd,Medium,PROD236,se,POLAND
3697,1-709456716,2012-04-11T09:26:32+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND
3698,1-709456716,2012-04-11T09:26:47+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND
3699,1-709456716,2012-04-11T09:32:46+01:00,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD236,se,POLAND
3700,1-709456716,2012-04-11T09:34:49+01:00,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD236,se,Sweden
3701,1-709456716,2012-04-11T09:43:11+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3702,1-709456716,2012-04-11T11:40:17+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,POLAND
3703,1-709456716,2012-04-11T11:51:23+01:00,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD236,se,POLAND
3704,1-709456716,2012-04-11T14:13:53+01:00,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD236,se,Sweden
3705,1-709456716,2012-04-11T15:33:00+01:00,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD236,se,Sweden
3706,1-709456716,2012-04-11T19:15:08+01:00,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD236,se,Brazil
3707,1-709465778,2012-04-05T09:59:52+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD321,be,POLAND
3708,1-709465778,2012-04-05T10:00:30+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD321,be,POLAND
3709,1-709465778,2012-04-05T10:19:54+01:00,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD321,be,POLAND
3710,1-709477967,2012-04-05T10:23:00+01:00,Accepted,In Progress,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3711,1-709477967,2012-04-05T10:27:52+01:00,Accepted,In Progress,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3712,1-709477967,2012-04-05T10:28:58+01:00,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3713,1-709477967,2012-04-05T10:31:17+01:00,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3714,1-709477967,2012-04-05T10:33:22+01:00,Accepted,Assigned,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3715,1-709477967,2012-04-05T11:23:05+01:00,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3716,1-709477967,2012-04-05T12:49:44+01:00,Queued,Awaiting Assignment,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3717,1-709477967,2012-04-05T14:12:07+01:00,Accepted,In Progress,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3718,1-709477967,2012-04-05T14:20:01+01:00,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3719,1-709477967,2012-04-05T14:20:02+01:00,Queued,Awaiting Assignment,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3720,1-709477967,2012-04-05T14:22:03+01:00,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3721,1-709477967,2012-04-05T14:22:12+01:00,Accepted,Assigned,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3722,1-709477967,2012-04-05T15:07:52+01:00,Accepted,In Progress,E_10,Org line C,G271 2nd,Medium,PROD802,in,Sweden
3723,1-709477967,2012-04-05T16:09:10+01:00,Queued,Awaiting Assignment,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3724,1-709477967,2012-04-13T18:13:34+01:00,Accepted,In Progress,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3725,1-709477967,2012-04-13T18:13:39+01:00,Accepted,In Progress,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3726,1-709477967,2012-04-13T18:14:17+01:00,Accepted,Assigned,A2_4,Org line A2,G107 3rd,Medium,PROD802,in,Sweden
3727,1-709496690,2012-04-05T09:49:07+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD424,be,Belgium
3728,1-709496690,2012-04-05T09:49:24+01:00,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD424,be,Belgium
3729,1-709496690,2012-04-05T10:00:18+01:00,Queued,Awaiting Assignment,,Org line V11,V49,Medium,PROD424,be,Belgium
3730,1-709496690,2012-04-05T13:54:43+01:00,Accepted,In Progress,,Org line V11,V49,Medium,PROD424,be,Germany
3731,1-709502283,2012-04-05T09:56:44+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD683,pl,Japan
3732,1-709502283,2012-04-05T09:57:21+01:00,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD683,pl,Japan
3733,1-709502283,2012-04-05T09:59:00+01:00,Queued,Awaiting Assignment,V3_2,Org line C,S31,Low,PROD683,pl,Japan
3734,1-709502283,2012-04-05T10:43:33+01:00,Accepted,In Progress,V3_2,Org line C,S31,Low,PROD683,pl,Japan
3735,1-709502283,2012-04-05T10:43:54+01:00,Accepted,Assigned,V3_2,Org line C,S31,Low,PROD683,pl,Japan
3736,1-709502283,2012-04-05T11:18:47+01:00,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD683,pl,Japan
